hfpxzc href,qBF1Pd,MW4etd,UY7F9,W4Efsd,W4Efsd (3),W4Efsd (4),W4Efsd (5),FQ2IWe src,ah5Ghc,M4A5Cf,ah5Ghc (2),M4A5Cf (2),ah5Ghc (3),A1zNzb href,J8zHNe,bbPy1,AJB7ye,AJB7ye (2),doJOZc,Jn12ke src,A1zNzb href (2),J8zHNe (2),bbPy1 (2),eXlrNe,W4Efsd (6)
https://www.google.com/maps/place/%E5%91%B3%E8%A6%BA%E6%9C%AC%E5%AE%B6/data=!4m7!3m6!1s0x3442ae87ddd627b3:0x57b48ca04546adf3!8m2!3d25.1187216!4d121.5260007!16s%2Fg%2F1tcw_6hy!19sChIJsyfW3YeuQjQR861GRaCMtFc?authuser=0&hl=zh-TW&rclk=1,味覺本家,4.0,(767),關東煮餐廳,·,營業中,· 打烊時間：14:30 · 恢復營業時間：17:00,https://lh3.googleusercontent.com/p/AF1QipPn-DtQvyNc8BOw1uvG3UGaNX0ezMEINjF2toE=w137-h92-k-no,內用,·,外帶,·,無外送服務,,,,·,$200-400,,,,,,,
https://www.google.com/maps/place/%E6%A9%99%E5%A3%BD%E5%8F%B8/data=!4m7!3m6!1s0x3442af000a6d8c19:0xecb1c49d82751f80!8m2!3d25.1089232!4d121.5321376!16s%2Fg%2F11yfttj2gl!19sChIJGYxtCgCvQjQRgB91gp3Esew?authuser=0&hl=zh-TW&rclk=1,橙壽司,4.9,(44),壽司,德行東路210號,營業中,· 打烊時間：14:00 · 恢復營業時間：17:00,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz5tdFQFe2ZKi8GhYGjYD4U_6yekfC_zuO9RQGE2lF7UqITkw5m5LQe1ns1YFEToEsTn4BaJB-8_8TTxgWOWXmxn2nXeG5Ci-YJCj-AD7B4aEzsDtMiELg0cxfb8vT3R2nmqqneNcN_fAi6=w163-h92-k-no,內用,·,外帶,,,,,,·,$200-400,,,,,,,
https://www.google.com/maps/place/%E3%82%B9%E3%82%B7%E3%83%AD%E3%83%BC%E5%A3%BD%E5%8F%B8%E9%83%8E+%E5%A4%A9%E6%AF%8D%E9%AB%98%E5%B3%B6%E5%B1%8B%E5%BA%97/data=!4m7!3m6!1s0x3442aff5a8e3da1d:0x7c2b82f20f53912!8m2!3d25.111643!4d121.5314902!16s%2Fg%2F11q3cq_dvs!19sChIJHdrjqPWvQjQREjn1IC-4wgc?authuser=0&hl=zh-TW&rclk=1,スシロー壽司郎 天母高島屋店,3.9,"(1,147)",壽司,·,營業中,· 打烊時間：22:00,https://lh3.googleusercontent.com/p/AF1QipOoXKACd-x91NUoaDg-DFkePzQHNqrESuH1Tx-q=w137-h92-k-no,內用,·,外帶,·,外送,https://www.google.com/viewer/chooseprovider?mid=/g/11q3cq_dvs&g2lbs=AO8LyOIaLgtSQo9A9GN4PJYBdx491uu_v6Lo_QRAe5sj2Qwqn48TsAgSdygtoNt-MNUbL12cOP22ZqYLlHUcaIt7TmZNE0KrXcfZv5I7xDcfLhxECXfkeXS_LKudvgThq_T0IJV2iBwj&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=DSZGaZXiIby1vr0Pxq2GyAE&ei=DSZGaZXiIby1vr0Pxq2GyAE&fo_s=OA&opi=79508299&orderType=2&ebb=1&cs=0&foub=mcpp,"
線上點餐",,·,$400-600,,,,,,,
https://www.google.com/maps/place/%E8%91%B5%E9%AE%A8%E7%83%A4%E9%AD%9A%E4%BE%BF%E7%95%B6%EF%BC%88%E5%8F%AA%E9%99%90%E5%A4%96%E5%B8%B6%EF%BC%89/data=!4m7!3m6!1s0x3442ae9ae1b5281d:0x2b92d127908638e!8m2!3d25.1062311!4d121.5278459!16s%2Fg%2F11d_8g2r28!19sChIJHSi14ZquQjQRjmMIeRItuQI?authuser=0&hl=zh-TW&rclk=1,葵鮨烤魚便當（只限外帶）,4.6,(872),外送中式料理,德行東路74巷17弄12號1樓,已打烊,⋅ 開始營業時間：週一10:00,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwItusMZIrSIICN_D4OTsfxMiRfinBAM9ItwgKZt5_HZep-yHPTCTkK26s1Yqa5oOf9WMtyyg3vw6z1Dg7_4ZcwUkKsD5BtNSFwbNm8BDjbDqs537Te9DiQt4Zo-UfccZT8Ee5a=w122-h92-k-no,內用,·,店外取貨,·,外送,https://www.google.com/viewer/chooseprovider?mid=/g/11d_8g2r28&g2lbs=AO8LyOLUSUABbSOKzsFHq-5ZPtKjCq1H7wTUsTHuX1wQMhEkZbBdPoL4o_eT_NZLp6kYfCfPUVCGavDd7Q5sKcT8yEulEW7HO7L5ZdESEVh6i9UkONocCfag-1NtJ_RgYLrh4o4w4LSA&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=DSZGaZXiIby1vr0Pxq2GyAE&ei=DSZGaZXiIby1vr0Pxq2GyAE&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp,"
線上點餐",,·,$1-200,,,,,,,
https://www.google.com/maps/place/%E5%88%9D%E9%AD%9A+%E9%89%84%E6%9D%BF%E6%96%99%E4%BA%AD-%E6%96%B0%E5%85%89%E4%B8%89%E8%B6%8A%E5%A4%A9%E6%AF%8D%E5%BA%97/data=!4m7!3m6!1s0x3442af4f0b9be2bd:0xa929df6e4cef6263!8m2!3d25.1179458!4d121.5339642!16s%2Fg%2F11vk_qk6rb!19sChIJveKbC0-vQjQRY2LvTG7fKak?authuser=0&hl=zh-TW&rclk=1,初魚 鉄板料亭-新光三越天母店,4.0,(145),日本菜,·,營業中,· 打烊時間：14:00 · 恢復營業時間：17:30,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzMhNCKYsVx5_xxwdV4mRDDBWa6vOAoBaErp2erw-wRV3q5yhBFMvICXhG0ieUQJ3QZwElOZ8CEQc6yDTSwsZlqzcudSlfurX-lry-HHf10cy4qnV4InwOhkkgih-7TOm5Jqyacvw=w80-h106-k-no,內用,,,,,,,,·,"超過 $2,000",,,,,,,
https://www.google.com/maps/place/%E5%A3%AB%E6%9D%B1%E5%B8%82%E5%A0%B4-%E9%98%BF%E5%90%89%E5%B8%AB%E7%AB%8B%E5%90%9E%E5%A3%BD%E5%8F%B8/data=!4m7!3m6!1s0x3442af19e407b2e1:0xcc8fde91e2f92247!8m2!3d25.1120683!4d121.5292934!16s%2Fg%2F1thxhs7b!19sChIJ4bIH5BmvQjQRRyL54pHej8w?authuser=0&hl=zh-TW&rclk=1,士東市場-阿吉師立吞壽司,3.6,(213),壽司,士東路100號,營業中,· 打烊時間：15:30,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzLo07O8C0fwvmnvkJElNR4tpeP0LN_V1LAMjF6EKRQn0sb0IHjEprot7Z1P90idKP7lrRYZMhbeVyS12XG0njIjKwcNcn_LJq8TFcLTbLoJpS5CChkLfY14n8TIWlETjC4iDCy=w122-h92-k-no,主打餐飲品項：,,生魚片,,,,,,,,,https://www.gstatic.com/local/justifications/menu_highlight_24pd_G650.png,,,,,
https://www.google.com/maps/place/%E9%9D%9E%E5%B8%B8%E6%B3%B0+%E9%81%A0%E6%9D%B1SOGO%E5%A4%A9%E6%AF%8D%E5%BA%97/data=!4m7!3m6!1s0x3442ae90b35a057d:0xebac31c90da16a61!8m2!3d25.105306!4d121.5245943!16s%2Fg%2F11x9h70qy!19sChIJfQVas5CuQjQRYWqhDckxrOs?authuser=0&hl=zh-TW&rclk=1,非常泰 遠東SOGO天母店,4.3,"(1,446)",泰國菜,·,營業中,· 打烊時間：22:00,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw_bTD-e27_01T5q07S99IkRENV7KSweLA03nFcZ7O70utzns7qM5KOV2PtCUwTFOUcUrVSRYJ3GI8VvZr5Z6DFpqxRqm0cQJK8sQsn5ClHx40_G8RMzWd-01pAgcFVpArkHto=w122-h92-k-no,內用,·,外帶,·,外送,https://www.google.com/viewer/chooseprovider?mid=/g/11x9h70qy&g2lbs=AO8LyOJ1vvvdgCi6PcO29dP0VpuhhRVxjnJNccDPpR33IF8Dpl5V3-9ie9-KiJATOwmYp3a5j1o9DFKwvFKjpIfeRD13_i__-IRC1qfDv7RW09tbkQJYpL3LzZC1FYIgWmqSQ8vL_WNG&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ESZGaYGCC--g1e8PxNSc-Ao&ei=ESZGaYGCC--g1e8PxNSc-Ao&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp,"
線上點餐",,·,$400-800,,,,,,,
https://www.google.com/maps/place/%E5%9C%9F%E4%B8%89%E5%AF%92%E5%85%AD%E8%AE%9A%E5%B2%90%E7%83%8F%E9%BE%8D%E9%BA%B5/data=!4m7!3m6!1s0x3442abda19698fab:0x5b3e0e0fb7eb46f9!8m2!3d25.1088852!4d121.525013!16s%2Fg%2F1tdl3vf3!19sChIJq49pGdqrQjQR-Ubrtw8OPls?authuser=0&hl=zh-TW&rclk=1,土三寒六讚岐烏龍麵,4.1,"(1,226)",烏冬,·,營業中,· 打烊時間：13:36 · 恢復營業時間：17:00,https://lh3.googleusercontent.com/p/AF1QipMA97PJMpUrgg-A0M_IQtWYY5CRiJFlIoGkcneM=w91-h92-k-no,內用,·,外帶,·,外送,https://www.google.com/viewer/chooseprovider?mid=/g/1tdl3vf3&g2lbs=AO8LyOKR2LuQ_18EmZj9nUi7Kl742BDRncPlVgQalVEZuVEAzFAZpXU2hBl8vChfkI1vYP4jIPKzoBKNhk37zA8kMryIEjbXDokVRe7nWTGuEyBq5e-oZp_ZvKa8dgOLOP0SfQXA2SC_&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ESZGaYGCC--g1e8PxNSc-Ao&ei=ESZGaYGCC--g1e8PxNSc-Ao&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp,"
線上點餐",,·,$200-400,,,,,,,
https://www.google.com/maps/place/%E5%B7%9D%E7%8F%8D%E9%B0%BB%E9%AD%9A%E5%B0%88%E8%B3%A3%E5%BA%97/data=!4m7!3m6!1s0x3442ae84f44f81f3:0xf6b8ad099b38ce10!8m2!3d25.1112513!4d121.5296298!16s%2Fg%2F11cmz_br26!19sChIJ84FP9ISuQjQREM44mwmtuPY?authuser=0&hl=zh-TW&rclk=1,川珍鰻魚專賣店,4.6,(219),鰻魚料理餐廳,·,已打烊,⋅ 開始營業時間：16:30,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxjK4nzZRCd-L56JFfQwMgbkfduyChJ_1gTwpnF-TarONNGbyAIC2_Pa2ospVWyONHAZbH7b0hO1JFuultYAOSzPxSPb0Fnh-pryVikjJWT7P_qW2guJiUSLtKrY9D6dBxp2bxj=w80-h106-k-no,內用,·,外帶,,,,,,·,$200-400,,,,,,,
https://www.google.com/maps/place/%E5%A4%A7%E6%9C%A8%E5%B1%8B/data=!4m7!3m6!1s0x3442af93af8a1f77:0x69b18548569e4aec!8m2!3d25.1029444!4d121.52172!16s%2Fg%2F11hz9hm5kw!19sChIJdx-Kr5OvQjQR7EqeVkiFsWk?authuser=0&hl=zh-TW&rclk=1,大木屋,4.5,(326),日本菜,·,營業中,· 打烊時間：14:00 · 恢復營業時間：17:30,https://lh3.googleusercontent.com/p/AF1QipO-hLuOaeiAGooyHi-Y70jJ0r0wEhhiByPM8df-=w163-h92-k-no,內用,·,外帶,·,無外送服務,,,,·,$200-400,,,,,,,
https://www.google.com/maps/place/%E5%8F%B0%E7%81%A3%E4%B8%AD%E5%B3%B6%E6%B0%B4%E7%94%A2%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8/data=!4m7!3m6!1s0x3442ae83885a4367:0xc7088ca373619a44!8m2!3d25.1118264!4d121.5315215!16s%2Fg%2F1tzggbp8!19sChIJZ0NaiIOuQjQRRJphc6OMCMc?authuser=0&hl=zh-TW&rclk=1,台灣中島水產股份有限公司,3.8,(24),壽司,忠誠路二段55號,營業中,· 打烊時間：21:30,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzeNS4ZSvkrzm193PFOdF1QVo6qPtoFcuFeWJn_GVarK-CrdCdnwiteEd8aSii974MgJzTiD7yQZs_HoiqgJupYnub3puJnHvVQhqejG-qIQdO22BjZtKdCXvRZ1CKje2w59_p8Ww=w122-h92-k-no,主打餐飲品項：,,生魚片,,,,,,,,,https://www.gstatic.com/local/justifications/menu_highlight_24pd_G650.png,,,,,
https://www.google.com/maps/place/%E9%9D%9C%E5%B2%A1%E5%8B%9D%E6%94%BF%E6%97%A5%E5%BC%8F%E8%B1%AC%E6%8E%92+%E9%81%A0%E6%9D%B1SOGO%E5%A4%A9%E6%AF%8D%E5%BA%97/data=!4m7!3m6!1s0x3442ae90b1a1cf01:0x45ec7b4f0e0bd10d!8m2!3d25.1052655!4d121.5245999!16s%2Fg%2F11gz_tq0q!19sChIJAc-hsZCuQjQRDdELDk977EU?authuser=0&hl=zh-TW&rclk=1,靜岡勝政日式豬排 遠東SOGO天母店,3.9,"(1,320)",日本菜,·,營業中,· 打烊時間：22:00,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSytEA06xI5i8iPvELlL1rMss6T2FqyidJvXVkN3o_0NJHANvCmUkK0QEl1_Tt-7hvnW1Ujn6nkQSYHLEgBlYk-mqwkqhTvdw1rD6Y2_BtSVJuZzjtC1-wojWACgvkuulszO-80rhdItURCT=w122-h92-k-no,內用,·,外帶,·,無接觸送餐服務,https://www.google.com/viewer/chooseprovider?mid=/g/11gz_tq0q&g2lbs=AO8LyOLaUEruztP6uTu5U986Hxa0rBkg2QmDycHE29RcwQcr0jlXGf7UNYGKXLqVlLzcBgUSZ7ATVNf8trbfNVdbIqYxKzplxPYvp3i0Xu1LQ9CWM14civQ8InWeFqkg8KJAnvsxFlAB&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ESZGaYGCC--g1e8PxNSc-Ao&ei=ESZGaYGCC--g1e8PxNSc-Ao&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp,"
線上點餐",,·,$400-600,,,,,,,
https://www.google.com/maps/place/CHILL+RAMEN/data=!4m7!3m6!1s0x3442afb52f35e9c3:0x1c9d708ec7e7793f!8m2!3d25.1046671!4d121.5227892!16s%2Fg%2F11ny19n7fg!19sChIJw-k1L7WvQjQRP3nnx45wnRw?authuser=0&hl=zh-TW&rclk=1,CHILL RAMEN,4.7,"(1,377)",拉麵,·,營業中,· 打烊時間：14:00 · 恢復營業時間：17:30,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyH0t3GHEnQc5Qow7oRPY6tSGKP-g4XQYSC2n2AszSlFaykhZl2qw2L90E3x1AyAL8u9qz3NSyDcVSsMc1M4Tv3jZ6eOfaOrsTnsER9st4nPD1oJi7kh-k65tuwgIBpHXw5S5BB=w175-h92-k-no,內用,·,外帶,·,外送,https://www.google.com/viewer/chooseprovider?mid=/g/11ny19n7fg&g2lbs=AO8LyOI6QWyzAL5SsccXArO0PAlN3U-OtNDiqwmjrRTfk-iies9_fT_RCE9ZyuBXWqxLzvPr3JbpUmn5kcwEUJAqrW6M7tQTEX7ubmQspstuSC5guAHrWAu0-Pj61bP_J1nwx3FpjI36&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ESZGaYGCC--g1e8PxNSc-Ao&ei=ESZGaYGCC--g1e8PxNSc-Ao&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp,"
線上點餐",,·,$200-400,,,,,,,
https://www.google.com/maps/place/%E6%B8%A3%E7%94%B7Taiwan+Bistro%E3%80%8A%E5%A4%A9%E6%AF%8D%E5%85%AB%E6%B8%A3%E3%80%8B/data=!4m7!3m6!1s0x3442af53b8decf63:0x70504bdbb2e07959!8m2!3d25.102271!4d121.524051!16s%2Fg%2F11n8kjndsl!19sChIJY8_euFOvQjQRWXngsttLUHA?authuser=0&hl=zh-TW&rclk=1,渣男Taiwan Bistro《天母八渣》,4.8,"(2,017)",居酒屋,·,已打烊,⋅ 開始營業時間：17:30,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz6qlPpDuxNz0cmC1qF2noxb35n7k9lG5tekv6GgREITqUeElw36VxlACpSTZNYOlyyV1QpmDQQCS51U1_2k26zMi_0wjLHM4NNrbxzHADP9Oj9ovNCgC5WACl3jVQJt5Bf5jv8=w122-h92-k-no,內用,·,外帶,·,外送,https://www.google.com/viewer/chooseprovider?mid=/g/11n8kjndsl&g2lbs=AO8LyOJf8YIk4tyD1hJwlS_TgvNTHCVjLdCHaHaKkVNEGXIIMd-NHYLIRRdHIFUSR4Qh6b2nD_gGN_5uf5NGYSXi67WTXz3H0RxcdTWwIaOHNpcA9o3A58DgYJmoE8X6eYehG_LK45Kc&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ESZGaYGCC--g1e8PxNSc-Ao&ei=ESZGaYGCC--g1e8PxNSc-Ao&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp,"
線上點餐",,·,$400-600,,,"https://www.google.com/maps/reserve/v/dine/c/EbSTkJVxwY8?source=pa&opi=79508299&hl=zh-TW&gei=ESZGaYGCC--g1e8PxNSc-Ao&sourceurl=https://www.google.com/search?tbm%3Dmap%26authuser%3D0%26hl%3Dzh-TW%26gl%3Dtw%26pb%3D!4m12!1m3!1d14451.227162412208!2d121.52364895!3d25.108397250000003!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!7i20!8i40!10b1!12m50!1m5!18b1!30b1!31m1!1b1!34e1!2m4!5m1!6e2!20e3!39b1!6m22!49b1!63m0!66b1!74i150000!85b1!91b1!114b1!149b1!206b1!212b1!213b1!223b1!227b1!232b1!233b1!234b1!244b1!246b1!250b1!253b1!258b1!263b1!10b1!12b1!13b1!14b1!16b1!17m1!3e1!20m4!5e2!6b1!8b1!14b1!46m1!1b0!96b1!99b1!19m4!2m3!1i360!2i120!4i8!20m65!2m2!1i203!2i100!3m2!2i4!5b1!6m6!1m2!1i86!2i86!1m2!1i408!2i240!7m33!1m3!1e1!2b0!3e3!1m3!1e2!2b1!3e2!1m3!1e2!2b0!3e3!1m3!1e8!2b0!3e3!1m3!1e10!2b0!3e3!1m3!1e10!2b1!3e2!1m3!1e10!2b0!3e4!1m3!1e9!2b1!3e2!2b1!9b0!15m16!1m7!1m2!1m1!1e2!2m2!1i195!2i195!3i20!1m7!1m2!1m1!1e2!2m2!1i195!2i195!3i20!22m5!1s4yVGabrOMIH41e8PpvuY4Q0:128!2s1i:0,t:246204,p:4yVGabrOMIH41e8PpvuY4Q0:128!7e81!12e22!17s4yVGabrOMIH41e8PpvuY4Q0:129!24m107!1m28!13m9!2b1!3b1!4b1!6i1!8b1!9b1!14b1!20b1!25b1!18m17!3b1!4b1!5b1!6b1!13b1!14b1!17b1!21b1!22b1!27m1!1b0!28b0!32b1!33m1!1b1!34b1!36e2!10m1!8e3!11m1!3e1!14m1!3b0!17b1!20m2!1e3!1e6!24b1!25b1!26b1!27b1!29b1!30m1!2b1!36b1!37b1!39m3!2m2!2i1!3i1!43b1!52b1!54m1!1b1!55b1!56m1!1b1!61m2!1m1!1e1!65m5!3m4!1m3!1m2!1i224!2i298!72m22!1m8!2b1!5b1!7b1!12m4!1b1!2b1!4m1!1e1!4b1!8m10!1m6!4m1!1e1!4m1!1e3!4m1!1e4!3sother_user_google_review_posts__and__hotel_and_vr_partner_review_posts!6m1!1e1!9b1!89b1!98m3!1b1!2b1!3b1!103b1!113b1!114m3!1b1!2m1!1b1!117b1!122m1!1b1!126b1!127b1!26m4!2m3!1i80!2i92!4i8!30m28!1m6!1m2!1i0!2i0!2m2!1i530!2i768!1m6!1m2!1i974!2i0!2m2!1i1024!2i768!1m6!1m2!1i0!2i0!2m2!1i1024!2i20!1m6!1m2!1i0!2i748!2m2!1i1024!2i768!34m19!2b1!3b1!4b1!6b1!8m6!1b1!3b1!4b1!5b1!6b1!7b1!9b1!12b1!14b1!20b1!23b1!25b1!26b1!31b1!37m1!1e81!42b1!46m1!1e9!47m0!49m10!3b1!6m2!1b1!2b1!7m2!1e3!2b1!8b1!9b1!10e2!50m245!1m241!2m7!1u3!4z54ef5qWt5Lit!5e1!9s0ahUKEwjVnJGRqsuRAxW8mq8BHcaWARkQ_KkBCAcoAg!10m2!3m1!1e1!2m7!1u2!4z6KmV5YiG5pyA6auY!5e1!9s0ahUKEwjVnJGRqsuRAxW8mq8BHcaWARkQ_KkBCAgoAw!10m2!2m1!1e1!2m11!1u62!2e1!4s!5e3!9s0ahUKEwjVnJGRqsuRAxW8mq8BHcaWARkQ_KkBCAkoBA!10m5!64m4!2m3!1i1!2i200!3sTWD!2m11!1u62!2e1!4s!5e3!9s0ahUKEwjVnJGRqsuRAxW8mq8BHcaWARkQ_KkBCAooBQ!10m5!64m4!2m3!1i200!2i400!3sTWD!2m11!1u62!2e1!4s!5e3!9s0ahUKEwjVnJGRqsuRAxW8mq8BHcaWARkQ_KkBCAsoBg!10m5!64m4!2m3!1i400!2i600!3sTWD!2m11!1u62!2e1!4s!5e3!9s0ahUKEwjVnJGRqsuRAxW8mq8BHcaWARkQ_KkBCAwoBw!10m5!64m4!2m3!1i600!2i800!3sTWD!2m11!1u62!2e1!4s!5e3!9s0ahUKEwjVnJGRqsuRAxW8mq8BHcaWARkQ_KkBCA0oCA!10m5!64m4!2m3!1i800!2i1000!3sTWD!2m11!1u62!2e1!4s!5e3!9s0ahUKEwjVnJGRqsuRAxW8mq8BHcaWARkQ_KkBCA4oCQ!10m5!64m4!2m3!1i1000!2i1200!3sTWD!2m11!1u62!2e1!4s!5e3!9s0ahUKEwjVnJGRqsuRAxW8mq8BHcaWARkQ_KkBCA8oCg!10m5!64m4!2m3!1i1200!2i1400!3sTWD!2m11!1u62!2e1!4s!5e3!9s0ahUKEwjVnJGRqsuRAxW8mq8BHcaWARkQ_KkBCBAoCw!10m5!64m4!2m3!1i1400!2i1600!3sTWD!2m11!1u62!2e1!4s!5e3!9s0ahUKEwjVnJGRqsuRAxW8mq8BHcaWARkQ_KkBCBEoDA!10m5!64m4!2m3!1i1600!2i1800!3sTWD!2m11!1u62!2e1!4s!5e3!9s0ahUKEwjVnJGRqsuRAxW8mq8BHcaWARkQ_KkBCBIoDQ!10m5!64m4!2m3!1i1800!2i2000!3sTWD!2m10!1u62!2e1!4s!5e3!9s0ahUKEwjVnJGRqsuRAxW8mq8BHcaWARkQ_KkBCBMoDg!10m4!64m3!2m2!1i2000!3sTWD!3m1!1u3!3m1!1u2!3m88!1u62!2m7!1m5!64m4!2m3!1i1!2i200!3sTWD!2s!2m7!1m5!64m4!2m3!1i200!2i400!3sTWD!2s!2m7!1m5!64m4!2m3!1i400!2i600!3sTWD!2s!2m7!1m5!64m4!2m3!1i600!2i800!3sTWD!2s!2m7!1m5!64m4!2m3!1i800!2i1000!3sTWD!2s!2m7!1m5!64m4!2m3!1i1000!2i1200!3sTWD!2s!2m7!1m5!64m4!2m3!1i1200!2i1400!3sTWD!2s!2m7!1m5!64m4!2m3!1i1400!2i1600!3sTWD!2s!2m7!1m5!64m4!2m3!1i1600!2i1800!3sTWD!2s!2m7!1m5!64m4!2m3!1i1800!2i2000!3sTWD!2s!2m6!1m4!64m3!2m2!1i2000!3sTWD!2s!4BIAE!2e2!3m1!3b1!59BQ2dBd0Fn!61b1!67m5!7b1!10b1!14b1!15m1!1b0!69i761%26q%3D%25E5%25A4%25A9%25E6%25AF%258D%25E7%2594%259F%25E9%25AD%259A%25E7%2589%2587%26ech%3D2%26psi%3D4yVGabrOMIH41e8PpvuY4Q0.1766204901541.1","
訂位",,,
https://www.google.com/maps/place/%E5%AE%89%E9%B3%A5%E5%B1%85%E9%85%92%E5%B1%8B/data=!4m7!3m6!1s0x3442af6dd337bba9:0xa8b07a5a78ac834b!8m2!3d25.1042282!4d121.5210586!16s%2Fg%2F11g0mg7jhm!19sChIJqbs3022vQjQRS4OseFp6sKg?authuser=0&hl=zh-TW&rclk=1,安鳥居酒屋,4.5,(578),日本菜,德行西路103號,已打烊,⋅ 開始營業時間：17:30,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyW4fqUF7gNaq8397E-3mOUDIQ1VCTaU8U3J_nVzXZM2YXFe0Scit5zBT8bDx5g5zr5qUrI59t0W4L4zyXxWuwwkdCSAfsHLvblGu7Ge51q4Afxlq5DZoVXIWBRlpC2JVnO9C2bEw=w80-h106-k-no,內用,·,外帶,·,無外送服務,,,,·,$$,,,,,,,
https://www.google.com/maps/place/%E6%84%9B%E7%94%9F%E6%B0%A3%E7%9A%84%E9%9F%93%E5%AA%B3%E5%A9%A6/data=!4m7!3m6!1s0x3442af59b4e2f6af:0xb9da079d6dcf437e!8m2!3d25.1070654!4d121.5248113!16s%2Fg%2F11p5681zpy!19sChIJr_bitFmvQjQRfkPPbZ0H2rk?authuser=0&hl=zh-TW&rclk=1,愛生氣的韓媳婦,4.2,(420),韓國菜,中山北路六段163號,營業中,· 打烊時間：15:00 · 恢復營業時間：17:30,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw8deoBECsitT6FKCvdKYaqwaDrCC8JJRWmX3vTQyGbDPCsgjY87zmmCLD0JWktNm_q7aStJXxtApOnCBDQimkfcKmcerqAJ5WZyZ0W4ZYTSG3jds--C0n6PtQdMTRdbhdgzANl=w122-h92-k-no,內用,·,店外取貨,·,外送,https://www.google.com/viewer/chooseprovider?mid=/g/11p5681zpy&g2lbs=AO8LyOLGw2UNHR5IPBX0A1N2h-L-BSwhEIDIORSYccZZjS4N8NugB0SUC-5OTCibIZ5N9Xe-MgDIdqMbmGCwbvr4aZKBoAuOkVb670MO0pfJnbG5h2IbDgpFyjrzklxz6PtrXwbE0Gxp&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ESZGaYGCC--g1e8PxNSc-Ao&ei=ESZGaYGCC--g1e8PxNSc-Ao&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp,"
線上點餐",,·,$400-600,,,,,,,
